policy,replicate,episode,event,reward,priority,latency_s,hops,delivered,on_time,path
rl_seed_42,0,0,delivered_on_time,131.8002222047469,0.58686873132588,228.230860962436,2,True,True,0-10-13
rl_seed_42,0,1,delivered_on_time,110.22987394844432,0.3731711774403993,232.1787258174661,2,True,True,0-10-13
rl_seed_42,0,2,delivered_on_time,120.4165865437823,0.4162402849928766,168.31026499340177,2,True,True,0-10-13
rl_seed_42,0,3,missed_deadline,-33.67985432421781,0.9221860918908711,332.8557529469721,1,False,False,0-9
rl_seed_42,0,4,delivered_on_time,138.08156788013324,0.7019030487559503,336.1435430163919,2,True,True,0-10-12
rl_seed_42,0,5,delivered_on_time,119.1956780264606,0.4879204182821688,206.43412429640574,2,True,True,0-9-11
rl_seed_42,0,6,delivered_on_time,96.65767399505219,0.32724517757714733,365.9346363795076,2,True,True,0-9-11
rl_seed_42,0,7,delivered_on_time,125.63799176586701,0.5123394620406032,147.74312816035803,2,True,True,0-9-11
rl_seed_42,0,8,delivered_on_time,76.55408781103743,0.1633390431094142,459.2364946745731,2,True,True,0-10-12
rl_seed_42,0,9,delivered_late,42.95669570477474,0.7919794445585358,374.91348937588805,2,True,False,0-10-12
rl_seed_42,0,10,delivered_on_time,137.71109655275617,0.5366035699772459,114.21663698142537,2,True,True,0-9-13
rl_seed_42,0,11,delivered_on_time,117.6867256321855,0.44623689619924967,286.32483825213353,2,True,True,0-10-11
rl_seed_42,0,12,delivered_on_time,142.47934434861187,0.7172436600629449,163.61327884781255,2,True,True,0-10-12
rl_seed_42,0,13,delivered_on_time,101.69869134999321,0.23951418697548613,175.4057285036751,2,True,True,0-9-12
rl_seed_42,0,14,delivered_late,34.83714038118934,0.7779814545339228,479.06723191714013,2,True,False,0-9-12
rl_seed_42,0,15,delivered_late,34.38406879127382,0.8377128084752794,468.81148797363034,2,True,False,0-9-12
rl_seed_42,0,16,delivered_late,45.880056781134535,0.774418332517328,299.61912066018743,2,True,False,0-10-12
rl_seed_42,0,17,delivered_on_time,96.68195301940946,0.42808035718106063,509.93085761482,2,True,True,0-9-11
rl_seed_42,0,18,delivered_on_time,90.00114419877849,0.14423530916177438,168.47478199890642,2,True,True,0-10-12
rl_seed_42,0,19,delivered_on_time,124.11860086818638,0.5381957181241427,186.0466609950098,2,True,True,0-9-13
rl_seed_42,0,20,delivered_late,35.25036030091961,0.9461257201786679,419.33622582812467,2,True,False,0-10-13
rl_seed_42,0,21,delivered_on_time,98.1709604528749,0.26482603210243216,286.9657947767447,2,True,True,0-10-11
rl_seed_42,0,22,delivered_on_time,145.99826477206233,0.7348056154573248,159.9277763419014,2,True,True,0-10-13
rl_seed_42,0,23,delivered_on_time,95.69641000087134,0.19955096316493412,123.59234949732993,2,True,True,0-9-12
rl_seed_42,0,24,delivered_late,44.76725920395441,0.7376414774571487,225.5277458156546,2,True,False,0-9-13
rl_seed_123,0,0,delivered_on_time,131.8002222047469,0.58686873132588,228.230860962436,2,True,True,0-10-13
rl_seed_123,0,1,delivered_on_time,110.22987394844432,0.3731711774403993,232.1787258174661,2,True,True,0-10-13
rl_seed_123,0,2,delivered_on_time,114.24354657445342,0.4162402849928766,167.74317665449377,2,True,True,0-10-11
rl_seed_123,0,3,missed_deadline,-33.67985432421781,0.9221860918908711,332.8557529469721,1,False,False,0-9
rl_seed_123,0,4,delivered_on_time,138.08156788013324,0.7019030487559503,336.1435430163919,2,True,True,0-10-12
rl_seed_123,0,5,delivered_on_time,123.59481372289574,0.4879204182821688,212.80275810835928,2,True,True,0-10-12
rl_seed_123,0,6,delivered_on_time,96.65767399505219,0.32724517757714733,365.9346363795076,2,True,True,0-9-11
rl_seed_123,0,7,delivered_on_time,125.63799176586701,0.5123394620406032,147.74312816035803,2,True,True,0-9-11
rl_seed_123,0,8,delivered_on_time,76.55408781103743,0.1633390431094142,459.2364946745731,2,True,True,0-10-12
rl_seed_123,0,9,delivered_late,42.95669570477474,0.7919794445585358,374.91348937588805,2,True,False,0-10-12
rl_seed_123,0,10,delivered_on_time,137.71109655275617,0.5366035699772459,114.21663698142537,2,True,True,0-9-13
rl_seed_123,0,11,delivered_on_time,117.6867256321855,0.44623689619924967,286.32483825213353,2,True,True,0-10-11
rl_seed_123,0,12,delivered_on_time,142.47934434861187,0.7172436600629449,163.61327884781255,2,True,True,0-10-12
rl_seed_123,0,13,delivered_on_time,101.69869134999321,0.23951418697548613,175.4057285036751,2,True,True,0-9-12
rl_seed_123,0,14,delivered_late,33.99827208734995,0.7779814545339228,502.84182672784823,2,True,False,0-10-11
rl_seed_123,0,15,delivered_late,34.38406879127382,0.8377128084752794,468.81148797363034,2,True,False,0-9-12
rl_seed_123,0,16,delivered_late,45.880056781134535,0.774418332517328,299.61912066018743,2,True,False,0-10-12
rl_seed_123,0,17,delivered_on_time,105.00367012325368,0.42808035718106063,417.22661050531275,2,True,True,0-10-12
rl_seed_123,0,18,delivered_on_time,90.00114419877849,0.14423530916177438,168.47478199890642,2,True,True,0-10-12
rl_seed_123,0,19,delivered_on_time,127.40822451054922,0.5381957181241427,207.83827845423983,2,True,True,0-10-12
rl_seed_123,0,20,delivered_late,35.25036030091961,0.9461257201786679,419.33622582812467,2,True,False,0-10-13
rl_seed_123,0,21,delivered_on_time,98.1709604528749,0.26482603210243216,286.9657947767447,2,True,True,0-10-11
rl_seed_123,0,22,delivered_on_time,145.99826477206233,0.7348056154573248,159.9277763419014,2,True,True,0-10-13
rl_seed_123,0,23,delivered_on_time,95.69641000087134,0.19955096316493412,123.59234949732993,2,True,True,0-9-12
rl_seed_123,0,24,delivered_late,44.76725920395441,0.7376414774571487,225.5277458156546,2,True,False,0-9-13
rl_fallback_invalid,0,0,delivered_on_time,131.8002222047469,0.58686873132588,228.230860962436,2,True,True,0-10-13
rl_fallback_invalid,0,1,delivered_on_time,110.22987394844432,0.3731711774403993,232.1787258174661,2,True,True,0-10-13
rl_fallback_invalid,0,2,delivered_on_time,114.24354657445342,0.4162402849928766,167.74317665449377,2,True,True,0-10-11
rl_fallback_invalid,0,3,missed_deadline,-33.67985432421781,0.9221860918908711,332.8557529469721,1,False,False,0-9
rl_fallback_invalid,0,4,delivered_on_time,138.08156788013324,0.7019030487559503,336.1435430163919,2,True,True,0-10-12
rl_fallback_invalid,0,5,delivered_on_time,123.59481372289574,0.4879204182821688,212.80275810835928,2,True,True,0-10-12
rl_fallback_invalid,0,6,delivered_on_time,96.65767399505219,0.32724517757714733,365.9346363795076,2,True,True,0-9-11
rl_fallback_invalid,0,7,delivered_on_time,125.63799176586701,0.5123394620406032,147.74312816035803,2,True,True,0-9-11
rl_fallback_invalid,0,8,delivered_on_time,76.55408781103743,0.1633390431094142,459.2364946745731,2,True,True,0-10-12
rl_fallback_invalid,0,9,delivered_late,42.95669570477474,0.7919794445585358,374.91348937588805,2,True,False,0-10-12
rl_fallback_invalid,0,10,delivered_on_time,137.71109655275617,0.5366035699772459,114.21663698142537,2,True,True,0-9-13
rl_fallback_invalid,0,11,delivered_on_time,117.13203564831618,0.44623689619924967,256.05784883167377,2,True,True,0-10-12
rl_fallback_invalid,0,12,delivered_on_time,142.47934434861187,0.7172436600629449,163.61327884781255,2,True,True,0-10-12
rl_fallback_invalid,0,13,delivered_on_time,101.69869134999321,0.23951418697548613,175.4057285036751,2,True,True,0-9-12
rl_fallback_invalid,0,14,delivered_late,34.83714038118934,0.7779814545339228,479.06723191714013,2,True,False,0-9-12
rl_fallback_invalid,0,15,delivered_late,34.38406879127382,0.8377128084752794,468.81148797363034,2,True,False,0-9-12
rl_fallback_invalid,0,16,delivered_late,45.880056781134535,0.774418332517328,299.61912066018743,2,True,False,0-10-12
rl_fallback_invalid,0,17,delivered_on_time,105.00367012325368,0.42808035718106063,417.22661050531275,2,True,True,0-10-12
rl_fallback_invalid,0,18,delivered_on_time,90.00114419877849,0.14423530916177438,168.47478199890642,2,True,True,0-10-12
rl_fallback_invalid,0,19,delivered_on_time,124.11860086818638,0.5381957181241427,186.0466609950098,2,True,True,0-9-13
rl_fallback_invalid,0,20,delivered_late,35.25036030091961,0.9461257201786679,419.33622582812467,2,True,False,0-10-13
rl_fallback_invalid,0,21,delivered_on_time,98.1709604528749,0.26482603210243216,286.9657947767447,2,True,True,0-10-11
rl_fallback_invalid,0,22,delivered_on_time,145.99826477206233,0.7348056154573248,159.9277763419014,2,True,True,0-10-13
rl_fallback_invalid,0,23,delivered_on_time,95.69641000087134,0.19955096316493412,123.59234949732993,2,True,True,0-9-12
rl_fallback_invalid,0,24,delivered_late,44.76725920395441,0.7376414774571487,225.5277458156546,2,True,False,0-9-13
rl_fallback_unsafe,0,0,delivered_on_time,131.8002222047469,0.58686873132588,228.230860962436,2,True,True,0-10-13
rl_fallback_unsafe,0,1,delivered_on_time,110.22987394844432,0.3731711774403993,232.1787258174661,2,True,True,0-10-13
rl_fallback_unsafe,0,2,delivered_on_time,114.24354657445342,0.4162402849928766,167.74317665449377,2,True,True,0-10-11
rl_fallback_unsafe,0,3,delivered_late,34.68553452027949,0.9221860918908711,449.4756904172913,2,True,False,0-8-13
rl_fallback_unsafe,0,4,delivered_on_time,138.08156788013324,0.7019030487559503,336.1435430163919,2,True,True,0-10-12
rl_fallback_unsafe,0,5,delivered_on_time,123.59481372289574,0.4879204182821688,212.80275810835928,2,True,True,0-10-12
rl_fallback_unsafe,0,6,delivered_on_time,96.65767399505219,0.32724517757714733,365.9346363795076,2,True,True,0-9-11
rl_fallback_unsafe,0,7,delivered_on_time,125.63799176586701,0.5123394620406032,147.74312816035803,2,True,True,0-9-11
rl_fallback_unsafe,0,8,delivered_on_time,70.06097239974348,0.1633390431094142,568.4451633309386,2,True,True,0-10-11
rl_fallback_unsafe,0,9,delivered_late,42.95669570477474,0.7919794445585358,374.91348937588805,2,True,False,0-10-12
rl_fallback_unsafe,0,10,delivered_on_time,137.71109655275617,0.5366035699772459,114.21663698142537,2,True,True,0-9-13
rl_fallback_unsafe,0,11,delivered_on_time,117.13203564831618,0.44623689619924967,256.05784883167377,2,True,True,0-10-12
rl_fallback_unsafe,0,12,delivered_on_time,142.47934434861187,0.7172436600629449,163.61327884781255,2,True,True,0-10-12
rl_fallback_unsafe,0,13,delivered_on_time,101.69869134999321,0.23951418697548613,175.4057285036751,2,True,True,0-9-12
rl_fallback_unsafe,0,14,delivered_late,34.83714038118934,0.7779814545339228,479.06723191714013,2,True,False,0-9-12
rl_fallback_unsafe,0,15,delivered_late,36.014432722294394,0.8377128084752794,464.8129478634639,2,True,False,0-6-11
rl_fallback_unsafe,0,16,delivered_late,45.880056781134535,0.774418332517328,299.61912066018743,2,True,False,0-10-12
rl_fallback_unsafe,0,17,delivered_on_time,102.79907081677052,0.42808035718106063,475.75716042752856,2,True,True,0-10-13
rl_fallback_unsafe,0,18,delivered_on_time,90.00114419877849,0.14423530916177438,168.47478199890642,2,True,True,0-10-12
rl_fallback_unsafe,0,19,delivered_on_time,124.11860086818638,0.5381957181241427,186.0466609950098,2,True,True,0-9-13
rl_fallback_unsafe,0,20,delivered_late,35.25036030091961,0.9461257201786679,419.33622582812467,2,True,False,0-10-13
rl_fallback_unsafe,0,21,delivered_on_time,98.1709604528749,0.26482603210243216,286.9657947767447,2,True,True,0-10-11
rl_fallback_unsafe,0,22,delivered_on_time,145.99826477206233,0.7348056154573248,159.9277763419014,2,True,True,0-10-13
rl_fallback_unsafe,0,23,delivered_on_time,95.69641000087134,0.19955096316493412,123.59234949732993,2,True,True,0-9-12
rl_fallback_unsafe,0,24,delivered_late,44.76725920395441,0.7376414774571487,225.5277458156546,2,True,False,0-9-13
masked_random,1,0,missed_deadline,-31.11459620786436,0.785665866994439,708.1396906872584,1,False,False,0-2
masked_random,1,1,delivered_on_time,34.90204909401572,0.31021930740779724,1380.032324950329,3,True,True,0-7-9-13
masked_random,1,2,missed_deadline,-44.901922182335454,0.44133803939129834,1387.6184206876967,2,False,False,0-8-1
masked_random,1,3,delivered_on_time,60.757339871437516,0.12779436163160637,684.1059259792125,3,True,True,0-5-8-11
masked_random,1,4,delivered_on_time,114.32819028458435,0.5089425668026079,261.0369219591351,3,True,True,0-3-2-12
masked_random,1,5,delivered_on_time,164.0908234503856,0.8987307047507667,260.264147875431,2,True,True,0-4-11
masked_random,1,6,missed_deadline,-70.7707211868989,0.1502180450504587,1582.2334336911085,5,False,False,0-1-4-3-7-9
masked_random,1,7,missed_deadline,-45.67934349285723,0.21229485568932352,1356.2421785746592,3,False,False,0-5-7-3
masked_random,1,8,missed_deadline,-32.68603309373475,0.24156092236394142,2704.7360186882224,1,False,False,0-1
masked_random,1,9,delivered_on_time,33.72744328011993,0.12675688258562814,960.8307394594048,3,True,True,0-4-3-11
masked_random,1,10,delivered_on_time,98.56289069131414,0.5060253442160915,534.4399506471099,3,True,True,0-2-9-11
masked_random,1,11,delivered_on_time,101.18970589071273,0.3437387357445,385.69410212645147,2,True,True,0-10-13
masked_random,1,12,delivered_on_time,86.24931830731593,0.18010999845318607,319.8913510093168,2,True,True,0-5-12
masked_random,1,13,missed_deadline,-32.66158839942335,0.7281974233284613,806.2951994600206,1,False,False,0-4
masked_random,1,14,delivered_on_time,44.363423655615335,0.14301726450601707,788.1926605140533,4,True,True,0-4-8-10-11
masked_random,1,15,delivered_late,-49.73999838804497,0.23310930657420495,1687.0939297483028,5,True,False,0-5-4-1-3-11
masked_random,1,16,delivered_on_time,129.01397794855495,0.5881409437030114,211.3356910419335,2,True,True,0-10-11
masked_random,1,17,delivered_on_time,86.29691282737457,0.22572922250409824,381.82959604714586,2,True,True,0-5-12
masked_random,1,18,delivered_on_time,93.69964440209883,0.43801558104023797,264.1704385805832,4,True,True,0-6-3-6-12
masked_random,1,19,missed_deadline,-41.75109293653656,0.7369906784527894,652.7771542933986,2,False,False,0-7-9
masked_random,1,20,missed_deadline,-51.900857450479215,0.17174544626762447,919.9606011729151,3,False,False,0-1-3-6
masked_random,1,21,missed_deadline,-34.69177301815448,0.8971769325568776,295.90305889744815,1,False,False,0-10
masked_random,1,22,delivered_on_time,123.6743896730075,0.4801956719392839,111.8769355489272,3,True,True,0-2-9-13
masked_random,1,23,missed_deadline,-31.221853422889136,0.8737460080596036,402.6654252392884,1,False,False,0-2
masked_random,1,24,delivered_on_time,90.34433578203307,0.5072928283496059,662.5516905968356,3,True,True,0-5-2-12
baseline_env_rules,1,0,delivered_on_time,151.22863313284012,0.785665866994439,278.9450728601895,2,True,True,0-10-13
baseline_env_rules,1,1,delivered_on_time,127.21506423534174,0.5682037547548784,274.0089888818354,2,True,True,0-7-11
baseline_env_rules,1,2,delivered_on_time,88.00613194116072,0.19632618648137976,315.1974522630005,2,True,True,0-2-13
baseline_env_rules,1,3,delivered_on_time,102.92401913560478,0.31021930740779724,241.61760399838806,2,True,True,0-7-12
baseline_env_rules,1,4,delivered_on_time,116.30422324025945,0.3785754368845792,71.96104565574876,2,True,True,0-6-11
baseline_env_rules,1,5,delivered_on_time,117.98622588923052,0.5433810111201751,402.8397314667469,2,True,True,0-1-12
baseline_env_rules,1,6,delivered_on_time,167.18339863762603,0.855632274281281,121.22118602807186,2,True,True,0-1-11
baseline_env_rules,1,7,delivered_on_time,155.7660843023615,0.845227660622154,240.78062196475685,2,True,True,0-2-12
baseline_env_rules,1,8,delivered_on_time,122.85521511486604,0.44133803939129834,223.34003005622583,2,True,True,0-7-11
baseline_env_rules,1,9,delivered_late,44.56306846034683,0.7099445933740127,261.56108277723354,2,True,False,0-9-12
baseline_env_rules,1,10,delivered_on_time,180.165820326831,0.9811432272876364,77.21704321433019,2,True,True,0-8-13
baseline_env_rules,1,11,delivered_on_time,99.07677586881357,0.326642071416851,389.8455794759002,2,True,True,0-4-12
baseline_env_rules,1,12,delivered_on_time,84.83848416933165,0.12779436163160637,314.80276904946356,2,True,True,0-4-13
baseline_env_rules,1,13,delivered_on_time,135.66642467827305,0.5728982298109134,54.634764360025976,2,True,True,0-6-11
baseline_env_rules,1,14,delivered_on_time,91.42111564257307,0.17215609097927861,74.32643830984861,3,True,True,0-1-8-12
baseline_env_rules,1,15,delivered_on_time,121.04240450552054,0.557439752779456,339.23060261688704,2,True,True,0-4-12
baseline_env_rules,1,16,delivered_on_time,126.84722841673891,0.5089425668026079,148.88631195664036,2,True,True,0-4-12
baseline_env_rules,1,17,delivered_on_time,81.03926317243284,0.16919923478976354,422.7707656944382,2,True,True,0-4-13
baseline_env_rules,1,18,delivered_on_time,125.46736126896944,0.45380717509039514,78.80921226356678,2,True,True,0-4-11
