frame,time,active_links,max_possible_links,link_fraction,total_link_distance,mean_link_distance,normalized_distance_sum,link_score,receiver_count,covered_receivers,coverage_fraction,mean_nearest_receiver_distance,max_nearest_receiver_distance,receiver_penalty,worst_receiver_penalty,blended_receiver_penalty,base_score,score,running_score
18,200.11117287381873,61,435,0.14022988505747128,212164.09546075962,3478.0999255862234,42.43281909215193,0.0975467105566711,100,72,0.72,1750.4414601643796,inf,0.5320635702636708,1.0,0.7660317851318355,0.16575746271241787,0.360414393656781,0.3475086053371219
19,211.22846025569754,61,435,0.14022988505747128,211972.49075170644,3474.958864782073,42.39449815034129,0.09745861643756619,100,75,0.75,1792.682031740596,inf,0.5189023047610893,1.0,0.7594511523805447,0.1690037320285107,0.37542250933007126,0.34890430053676935
20,222.34574763757635,61,435,0.14022988505747128,211809.01207731362,3472.278886513338,42.36180241546272,0.09738345382864994,100,75,0.75,1793.7012196410774,inf,0.5190551829461616,1.0,0.7595275914730808,0.1689279311777846,0.37542231982794444,0.3501670633601586
21,233.46303501945516,61,435,0.14022988505747128,211673.66941098118,3470.06015427838,42.33473388219623,0.09732122731539364,100,75,0.75,1795.592637124885,inf,0.5193388955687328,1.0,0.7596694477843664,0.1688258897655136,0.3754220647244138,0.35131501796762477
22,244.58032240133397,61,435,0.14022988505747128,211566.52144414687,3468.303630231916,42.31330428882938,0.09727196388236639,100,73,0.73,1768.9229522371024,inf,0.528262751026617,1.0,0.7641313755133086,0.16657029418452896,0.3654164257354613,0.3519281226531829
23,255.69760978321278,61,435,0.14022988505747128,211487.66353845387,3467.0108776795714,42.297532707690785,0.0972357073740018,100,73,0.73,1771.885529415567,inf,0.5286952872946727,1.0,0.7643476436473364,0.16644403186333268,0.3654161100796583,0.35249012212928604
24,266.8148971650916,60,435,0.13793103448275862,206411.69107884623,3440.1948513141037,41.282338215769244,0.09490192693280286,100,72,0.72,1760.0164107366654,inf,0.5334423631460798,1.0,0.7667211815730399,0.16409037267988147,0.3604102259316997,0.3528069262813826
25,277.93218454697046,60,435,0.13793103448275862,206320.34200389308,3438.6723667315514,41.26406840077862,0.09485992735811177,100,72,0.72,1757.896020951868,inf,0.533137027017069,1.0,0.7665685135085345,0.16414570692478858,0.36041036426731193,0.35309936620391835
26,289.0494719288493,59,435,0.135632183908046,201166.01595739694,3409.593490803338,40.23320319147938,0.09249012227926295,100,71,0.71,1743.427120568034,inf,0.5375666511206608,1.0,0.7687833255603305,0.16185339835946622,0.3554046334958986,0.35318474647399173
27,300.16675931072814,59,435,0.135632183908046,201013.66415412404,3407.01125684956,40.20273283082482,0.09242007547316052,100,70,0.7,1728.8551481530903,inf,0.5420397207414327,1.0,0.7710198603707163,0.1607001075512221,0.35040175026887804,0.3530853537523805
28,311.284046692607,60,435,0.13793103448275862,205871.37499813354,3431.189583302226,41.17427499962671,0.0946535057462683,100,71,0.71,1742.966590192563,inf,0.5375012558073439,1.0,0.768750627903672,0.16295143892129815,0.3554073785973032,0.35316542357461916
29,322.4013340744858,60,435,0.13793103448275862,205749.9359869709,3429.1655997828484,41.149987197394175,0.09459767171814754,100,72,0.72,1760.6781109092065,inf,0.5335376479709257,1.0,0.7667688239854629,0.16391442386634236,0.36040978605966584,0.35340690232412075
30,333.51862145636466,60,435,0.13793103448275862,205659.4740168517,3427.6579002808617,41.13189480337035,0.09455608000774793,100,72,0.72,1757.8442947273425,inf,0.5331295784407373,1.0,0.7665647892203686,0.1639956453936896,0.3604099891134842,0.3536328083495841
31,344.6359088382435,61,435,0.14022988505747128,210599.62456959608,3452.452861796657,42.11992491391922,0.0968274135952166,100,74,0.74,1791.8890946113238,inf,0.525199586002476,1.0,0.762599793001238,0.16711381029698924,0.3704177845257425,0.35415733885508904
32,355.75319622012233,60,435,0.13793103448275862,205543.26306118924,3425.7210510198206,41.10865261223785,0.09450264968330539,100,74,0.74,1790.8605794195066,inf,0.525047365754087,1.0,0.7625236828770434,0.16598948340313102,0.37041497370850784,0.3546499944567078
33,366.8704836020012,60,435,0.13793103448275862,205415.87809332547,3423.5979682220914,41.083175618665095,0.09444408188198872,100,74,0.74,1789.116057296686,inf,0.5247891764799095,1.0,0.7623945882399548,0.16602474682101698,0.37041506186705253,0.35511367290995327
34,377.98777098388,60,435,0.13793103448275862,205275.36008736718,3421.2560014561195,41.055072017473435,0.09437947590223779,100,76,0.76,1815.2812355468272,inf,0.5159227478031176,1.0,0.7579613739015588,0.1682090510003395,0.38042052262750087,0.35583672575902603
35,389.10505836575885,60,435,0.13793103448275862,205168.65070906616,3419.4775118177695,41.03373014181324,0.09433041411911089,100,76,0.76,1816.1688662285076,inf,0.5160576676667331,1.0,0.7580288338333665,0.16815079014287215,0.3804203769753572,0.35651960495947965
36,400.2223457476377,60,435,0.13793103448275862,205093.90672451037,3418.231778741839,41.018781344902074,0.0942960490687404,100,76,0.76,1817.7162230406113,inf,0.5162928659021728,1.0,0.7581464329510864,0.16807480805882696,0.38042018702014707,0.35716556663679505
37,411.3396331295165,60,435,0.13793103448275862,205048.74275503543,3417.4790459172573,41.009748551007085,0.09427528402530365,100,74,0.74,1786.9675466037825,inf,0.5244711968973599,1.0,0.7622355984486799,0.16601984278831183,0.37041504960697075,0.35751423724127335
38,422.45692051139537,59,435,0.135632183908046,200007.32505501682,3389.9546619494377,40.001465011003354,0.09195739082989277,100,74,0.74,1785.2436340761278,inf,0.5242160578432669,1.0,0.7621080289216334,0.16492468095412965,0.3704123117023853,0.35784495709925057
39,433.5742078932742,59,435,0.135632183908046,199971.9150144788,3389.354491770827,39.99438300289575,0.09194111035148449,100,73,0.73,1765.8187577202525,inf,0.5278095386271568,1.0,0.7639047693135784,0.164018170518953,0.36541004542629735,0.3580340843074267
40,444.69149527515304,60,435,0.13793103448275862,204940.9963120608,3415.68327186768,40.98819926241217,0.09422574543083256,100,70,0.7,1715.0893906759752,inf,0.5401125146946365,1.0,0.7700562573473182,0.1620847440417572,0.35040521186010437,0.35784801424773593
41,455.8087826570319,61,435,0.14022988505747128,209913.19869929782,3441.1999786770134,41.98263973985958,0.09651181549393006,100,71,0.71,1724.8568213055798,inf,0.5349296686253924,1.0,0.7674648343126962,0.164523490590617,0.3554113087264765,0.35778999744961076
42,466.9260700389107,61,435,0.14022988505747128,209883.30383970976,3440.709899011635,41.976660767941965,0.09649807073090107,100,70,0.7,1704.9107608376125,inf,0.5386875065172658,1.0,0.7693437532586329,0.1635771587361341,0.3504089428968403,0.357618345018151
43,478.04335742078956,59,435,0.135632183908046,199866.21854559978,3387.5630261966066,39.97324370911996,0.091892514273839,100,70,0.7,1703.1556218741134,inf,0.5384417870623759,1.0,0.7692208935311879,0.1613358103713255,0.3504033395259283,0.3574543676206004
44,489.1606448026684,59,435,0.135632183908046,199790.5383369504,3386.2803107957698,39.95810766739009,0.0918577187756094,100,70,0.7,1699.9651433109964,inf,0.5379951200635393,1.0,0.7689975600317697,0.16143007937191983,0.3504035751984298,0.3572976833445522
45,500.27793218454724,60,435,0.13793103448275862,204723.2180750666,3412.0536345844434,40.94464361501332,0.09412561750577775,100,70,0.7,1696.7455589175963,inf,0.5375443782484635,1.0,0.7687721891242317,0.16267671419077295,0.3504066917854769,0.3571478791802245
46,511.3952195664261,60,435,0.13793103448275862,204657.92148001504,3410.9653580002505,40.93158429600302,0.09409559608276556,100,72,0.72,1725.821349771607,inf,0.5285182743671115,1.0,0.7642591371835558,0.16491822944960494,0.360412295573624,0.35721733484816914
47,522.5125069483049,60,435,0.13793103448275862,204601.49348651804,3410.024891441967,40.920298697303615,0.09406965217770946,100,72,0.72,1723.5052608036938,inf,0.5281847575557318,1.0,0.764092378777866,0.1649886366999217,0.3604124715917498,0.3572839001969938
48,533.6297943301837,60,435,0.13793103448275862,204552.2983610378,3409.204972683963,40.910459672207566,0.09404703372921279,100,71,0.71,1705.5904555183713,inf,0.5321938446836088,1.0,0.7660969223418044,0.16397505569370419,0.35540993763923423,0.35724565606316194
49,544.7470817120625,60,435,0.13793103448275862,204521.82744314687,3408.697124052448,40.90436548862938,0.09403302411179168,100,71,0.71,1701.4199166829285,inf,0.5316016281689759,1.0,0.765800814084488,0.16411610501365187,0.3554102902625341,0.35720894874714937
50,555.8643690939413,60,435,0.13793103448275862,204510.09336372744,3408.501556062124,40.90201867274549,0.09402762913274826,100,70,0.7,1686.8653624585447,inf,0.5361611507441962,1.0,0.7680805753720981,0.16297352688032507,0.3504074338172008,0.3570755857093072
51,566.98165647582,59,435,0.135632183908046,199481.24557731306,3381.0380606324247,39.89624911546261,0.09171551520796002,100,69,0.69,1673.7951799026682,inf,0.5409837348265683,1.0,0.7704918674132841,0.16061182389733797,0.3454015295597433,0.35685108462950793
52,578.0989438576988,58,435,0.13333333333333333,194373.80587474312,3351.272515081778,38.874761174948624,0.08936726706884741,100,70,0.7,1691.8352269399306,inf,0.5368569317715903,1.0,0.7684284658857952,0.16046940059152615,0.3504011735014788,0.35672938819313
53,589.2162312395776,58,435,0.13333333333333333,194265.45708443553,3349.404432490268,38.85309141688711,0.08931745153307381,100,70,0.7,1696.4047909606318,inf,0.5374966707344883,1.0,0.7687483353672442,0.16028455808291486,0.3504007113952073,0.3566121904746499
54,600.3335186214564,57,435,0.1310344827586207,189176.23207264688,3318.881264432401,37.83524641452938,0.08697757796443535,100,69,0.69,1685.8473243814988,inf,0.5426469307646468,1.0,0.7713234653823233,0.15782705629105598,0.3453945676407276,0.35640823369585134
55,611.4508060033352,57,435,0.1310344827586207,189084.99987551838,3317.2806995704977,37.81699997510368,0.08693563212667511,100,72,0.72,1738.0049931758194,inf,0.530272719017318,1.0,0.765136359508659,0.1608996363090081,0.3604022490907725,0.35647955539933207
56,622.568093385214,57,435,0.1310344827586207,189034.2774528978,3316.390832506979,37.80685549057956,0.08691231147259669,100,72,0.72,1740.156763852638,inf,0.5305825739947799,1.0,0.76529128699739,0.16081051223760334,0.360402026280594,0.3565483706779507
57,633.6853807670927,58,435,0.13333333333333333,193967.35117707684,3344.264675466842,38.79347023541537,0.08918039134578246,100,73,0.73,1760.6672109871356,inf,0.5270574128041219,1.0,0.7635287064020609,0.16282584247186077,0.36540706460617967,0.35670110678016154
58,644.8026681489715,59,435,0.135632183908046,198811.73383367134,3369.690403960531,39.76234676673427,0.0914076937166305,100,73,0.73,1767.1352265991982,inf,0.5280017430834829,1.0,0.7640008715417415,0.16370341108744457,0.3654092585277186,0.356848702572493
59,655.9199555308503,57,435,0.1310344827586207,188591.2246872037,3308.617976968486,37.718244937440744,0.08670860905158792,100,73,0.73,1769.7484262644193,inf,0.5283832702346052,1.0,0.7641916351173026,0.16125848696714262,0.3654031462174179,0.35699127663324176
60,667.0372429127291,57,435,0.1310344827586207,188378.84457513315,3304.892010090055,37.67576891502663,0.08661096302304973,100,73,0.73,1773.7045875579217,inf,0.5289608697834567,1.0,0.7644804348917283,0.16106526406566074,0.3654026631601641,0.35712916821565033
61,678.1545302946079,57,435,0.1310344827586207,188201.09437787207,3301.7735855767028,37.64021887557441,0.08652923879442394,100,73,0.73,1777.7178164184954,inf,0.5295468011971003,1.0,0.7647734005985501,0.16087791909793686,0.36540219479774483,0.35726260412826477
62,689.2718176764866,57,435,0.1310344827586207,187971.90619012457,3297.752740177624,37.594381238024916,0.0864238649149998,100,73,0.73,1781.6550260666459,inf,0.5301216338057302,1.0,0.7650608169028651,0.16068152400606733,0.36540170381001513,0.35739179618670525
63,700.3891050583654,57,435,0.1310344827586207,187693.98696836256,3292.8769643572377,37.53879739367251,0.08629608596246555,100,74,0.74,1801.7192746785956,inf,0.5266544526524323,1.0,0.7633272263262161,0.16148442981812472,0.3704037110745453,0.35759510735682776
64,711.5063924402442,57,435,0.1310344827586207,187448.91314883868,3288.5774236638363,37.489782629767724,0.08618340834429362,100,75,0.75,1821.0255803116904,inf,0.5231538370467536,1.0,0.7615769185233767,0.16230324491045844,0.37540575811227617,0.35786911736845006
65,722.623679822123,57,435,0.1310344827586207,187235.95290277695,3284.8412789960867,37.447190580555386,0.08608549558748364,100,74,0.74,1806.408671569802,inf,0.5273484833923306,1.0,0.7636742416961653,0.1612056269456592,0.37040301406736414,0.35805902489419117
66,733.7409672040018,58,435,0.13333333333333333,192000.57706540945,3310.354776989818,38.40011541308189,0.08827612738639515,100,74,0.74,1801.473777304903,inf,0.5266181190411257,1.0,0.7633090595205628,0.1624835339329162,0.3704062088348323,0.3582433112216634
67,744.8582545858806,58,435,0.13333333333333333,191750.56351360676,3306.0441985104612,38.35011270272135,0.08816117862694563,100,73,0.73,1789.379903554607,inf,0.5312494659189727,1.0,0.7656247329594863,0.16126822283372966,0.3654031705570843,0.3583486032707137
68,755.9755419677593,58,435,0.13333333333333333,191523.0994301529,3302.122403968154,38.304619886030586,0.08805659743915077,100,72,0.72,1773.583953923316,inf,0.5353960893649575,1.0,0.7676980446824788,0.16017927637833596,0.3604004481909458,0.3583783401536156
69,767.0928293496381,58,435,0.13333333333333333,191332.05955947557,3298.8286130944066,38.26641191189512,0.08796876301585085,100,71,0.71,1756.0027447975087,inf,0.5393523897612463,1.0,0.7696761948806232,0.15914628406761377,0.355397865710169,0.3583357619472807
70,778.2101167315169,59,435,0.135632183908046,196161.70424018873,3324.774648138792,39.23234084803774,0.09018928930583388,100,71,0.71,1752.5432907215113,inf,0.5388611472824546,1.0,0.7694305736412272,0.16037935783230328,0.35540094839458075,0.35829442654513
71,789.3274041133957,58,435,0.13333333333333333,190930.33028620138,3291.9022463138167,38.186066057240275,0.08778405990170178,100,71,0.71,1750.5510781910243,inf,0.5385782531031253,1.0,0.7692891265515627,0.1592474666750695,0.35539811866668763,0.3582542000468183
72,800.4446914952745,57,435,0.1310344827586207,185711.7548478447,3258.1009622428896,37.142350969568945,0.08538471487257229,100,72,0.72,1765.546490387342,inf,0.5342386946157772,1.0,0.7671193473078886,0.1591326837823419,0.36039783170945583,0.3582835648641147
73,811.5619788771533,58,435,0.13333333333333333,190403.05450488115,3282.811284566916,38.080610900976225,0.08754163425511775,100,71,0.71,1746.12148811096,inf,0.5379492513117563,1.0,0.7689746256558782,0.15928350429961985,0.355398208760749,0.3582445735654206
74,822.679266259032,58,435,0.13333333333333333,190104.03050219733,3277.655698313747,38.020806100439465,0.08740415195503325,100,71,0.71,1744.7700273770085,inf,0.5377573438875352,1.0,0.7688786719437676,0.15926274000563284,0.3553981568500141,0.3582066213425485
75,833.7965536409108,58,435,0.13333333333333333,189842.58891956095,3273.1480848200163,37.96851778391218,0.08728394892853375,100,70,0.7,1729.6745692880675,inf,0.5421544397003294,1.0,0.7710772198501648,0.1581033645391845,0.35039525841134794,0.3581038402513485
76,844.9138410227896,57,435,0.1310344827586207,184593.86134454524,3238.4887955183376,36.91877226890905,0.08487074084806678,100,73,0.73,1776.4230614632063,inf,0.529357766973628,1.0,0.764678883486814,0.16009592868062644,0.36540023982170156,0.3581985986873271
77,856.0311284046684,56,435,0.12873563218390804,179286.21386119508,3201.5395332356265,35.85724277223902,0.08243044315457246,100,74,0.74,1791.1305149877244,inf,0.5250873162181832,1.0,0.7625436581090916,0.15994339252274037,0.37039985848130685,0.3583550250949422
78,867.1484157865472,56,435,0.12873563218390804,178952.8062481633,3195.5858258600592,35.79056124963266,0.08227715229800611,100,75,0.75,1801.487459746,inf,0.5202231189618999,1.0,0.76011155948095,0.16108279640852807,0.3754027069910213,0.3585708185366647
79,878.265703168426,56,435,0.12873563218390804,178636.98985494775,3189.9462474097813,35.72739797098956,0.08213194935859669,100,74,0.74,1782.0702363137086,inf,0.5237463949744288,1.0,0.7618731974872144,0.1601293759356911,0.3704003234398392,0.3587186873479544
80,889.3829905503047,56,435,0.12873563218390804,178349.54889454046,3184.813373116794,35.66990977890809,0.08199979259519102,100,74,0.74,1778.4234900204217,inf,0.5232066765230223,1.0,0.7616033382615112,0.1601982271668399,0.3704004955679171,0.35886290720252184
81,900.5002779321835,56,435,0.12873563218390804,178089.04768937736,3180.1615658817386,35.617809537875466,0.0818800219261505,100,74,0.74,1778.5958536017117,inf,0.5232321863330532,1.0,0.7616160931665266,0.16013196437981192,0.3704003299109495,0.3590036074794539
82,911.6175653140623,56,435,0.12873563218390804,177854.47319719667,3175.972735664226,35.57089463943934,0.08177217158491802,100,74,0.74,1777.266532975851,inf,0.523035446880426,1.0,0.7615177234402131,0.16012722407235247,0.37040031806018087,0.3591409172454868
83,922.7348526959411,57,435,0.1310344827586207,182624.34253084133,3203.935833874409,36.52486850616826,0.08396521495670864,100,74,0.74,1778.367873728818,inf,0.5231984453118651,1.0,0.7615992226559325,0.1611829961503881,0.37040295749037594,0.359274989153164
84,933.8521400778199,57,435,0.1310344827586207,182403.0918985285,3200.0542438338334,36.480618379705696,0.08386349052805907,100,74,0.74,1781.1178334700219,inf,0.5236054393535633,1.0,0.7618027196767816,0.16103038542563874,0.3704025759635641,0.3594059019391687
85,944.9694274596986,58,435,0.13333333333333333,187152.24969720005,3226.762925813794,37.43044993944001,0.08604701135503451,100,74,0.74,1785.8425979643825,inf,0.5243047044987287,1.0,0.7621523522493643,0.16194732955283508,0.3704048683238821,0.3595337968971305
86,956.0867148415774,59,435,0.135632183908046,191905.6217496423,3252.6376567735983,38.381124349928456,0.08823246976995047,100,73,0.73,1778.208080190145,inf,0.5296183797077613,1.0,0.7648091898538807,0.16171163995803495,0.3654042790998951,0.35960127370405887
87,967.2040022234562,59,435,0.135632183908046,191641.89504805562,3248.167712678909,38.32837900961112,0.08811121611404855,100,74,0.74,1798.9953884094084,inf,0.5262513174845924,1.0,0.7631256587422962,0.16249277868587614,0.3704062319467147,0.35972405732045265
88,978.321289605335,59,435,0.135632183908046,191406.40381115008,3244.1763357822047,38.28128076223002,0.08800294428098855,100,74,0.74,1797.9093103287419,inf,0.5260905779286539,1.0,0.7630452889643269,0.16247882765833088,0.37040619706914585,0.3598440813625728
89,989.4385769872138,60,435,0.13793103448275862,196153.71695724846,3269.228615954141,39.230743391449685,0.09018561699183836,100,73,0.73,1785.0150753543492,inf,0.530612201001735,1.0,0.7653061005008674,0.1624397582454855,0.3654060993956137,0.3599058815629399
90,1000.5558643690925,61,435,0.14022988505747128,200888.70497742022,3293.257458646233,40.177740995484044,0.09236262297812424,100,72,0.72,1772.0667564049804,inf,0.5351776129223172,1.0,0.7675888064611587,0.1623869082584828,0.3604059672706462,0.3599113770102773
91,1011.6731517509713,60,435,0.13793103448275862,195586.6372512395,3259.7772875206583,39.11732745024789,0.08992489069022504,100,72,0.72,1775.4132005277525,inf,0.5356595008759963,1.0,0.7678297504379982,0.16104757012611343,0.3604026189253153,0.3599167165963103
92,1022.7904391328501,60,435,0.13793103448275862,195301.3584535316,3255.0226408921935,39.060271690706315,0.08979372802461222,100,72,0.72,1779.3421040807266,inf,0.5362252629876246,1.0,0.7681126314938123,0.16084054826539995,0.3604021013706635,0.3599219357874323
93,1033.907726514729,60,435,0.13793103448275862,195053.17670727964,3250.8862784546604,39.01063534145593,0.08967962147461134,100,71,0.71,1770.531950236696,inf,0.5414155369336108,1.0,0.7707077684668053,0.15948592650390303,0.35539871481625973,0.3598738164153986
94,1045.0250138966078,60,435,0.13793103448275862,194843.55607233927,3247.3926012056545,38.96871121446785,0.08958324417119047,100,71,0.71,1775.9722235436939,inf,0.5421880557432046,1.0,0.7710940278716023,0.15924460814979413,0.3553981115203745,0.3598267037322931
95,1056.1423012784867,60,435,0.13793103448275862,194673.30117929127,3244.5550196548547,38.93466023585826,0.08950496605944427,100,71,0.71,1777.4818190382953,inf,0.5424024183034379,1.0,0.771201209151719,0.15915187845386264,0.3553978796961346,0.35978057014858306
96,1067.2595886603656,60,435,0.13793103448275862,194516.35367362897,3241.939227893816,38.90327073472578,0.08943280628672592,100,71,0.71,1782.6489055423972,inf,0.5431361445870204,1.0,0.7715680722935102,0.1589323669966079,0.3553973309174915,0.35973538211527284
97,1078.3768760422445,59,435,0.135632183908046,189292.82816667686,3208.353019774184,37.85856563333537,0.08703118536398935,100,71,0.71,1787.2692978847012,inf,0.5437922402996276,1.0,0.7718961201498138,0.15756753260708778,0.3553939188315177,0.3596910814695202
98,1089.4941634241234,60,435,0.13793103448275862,194086.00811946846,3234.766801991141,38.817201623893695,0.08923494626182459,100,71,0.71,1788.6475454680929,inf,0.543987951456469,1.0,0.7719939757282346,0.15862048526679495,0.355396551213167,0.3596477023760217
99,1100.6114508060023,59,435,0.135632183908046,188850.08600988117,3200.8489154217145,37.77001720197623,0.0868276257516695,100,70,0.7,1770.6030364342062,inf,0.5478844251007888,1.0,0.7739422125503944,0.15644270660063758,0.3503911067665016,0.35955513641992654
100,1111.7287381878812,58,435,0.13333333333333333,183575.5539129859,3165.0957571204463,36.715110782597186,0.08440255352321192,100,70,0.7,1771.9435832750398,inf,0.5480721016585055,1.0,0.7740360508292528,0.15518325134697963,0.3503879581283674,0.3594643722784259
101,1122.84602556976,58,435,0.13333333333333333,183330.0768442897,3160.8633938670637,36.66601536885794,0.0842896905031217,100,69,0.69,1759.4675776957795,inf,0.5528065257220175,1.0,0.7764032628610087,0.15394321382105647,0.3453848580345526,0.3593263378250546
102,1133.963312951639,58,435,0.13333333333333333,183121.76529349407,3157.2718154050704,36.62435305869881,0.08419391507746853,100,68,0.68,1744.2919412313938,inf,0.5572237040074696,1.0,0.7786118520037348,0.1527910315368668,0.3403819775788422,0.3591424119974215
103,1145.0806003335179,58,435,0.13333333333333333,182971.376994559,3154.678913699293,36.594275398911805,0.08412477103198115,100,68,0.68,1747.2721383030816,inf,0.5576290108092191,1.0,0.7788145054046096,0.1526551328136858,0.34038163783203423,0.35896201993813887
104,1156.1978877153967,60,435,0.13793103448275862,192876.26871761755,3214.604478626959,38.57525374352351,0.08867874423798508,100,68,0.68,1749.6693885879756,inf,0.5579550368479648,1.0,0.7789775184239824,0.1548506129070013,0.34038712653226755,0.35878511619141634
105,1167.3151750972756,61,435,0.14022988505747128,197900.3543519394,3244.268104130154,39.58007087038788,0.09098866866755834,100,68,0.68,1748.8900015472607,inf,0.5578490402104275,1.0,0.7789245201052137,0.15603207428117227,0.34039008018570294,0.35861157811589073
106,1178.4324624791545,62,435,0.1425287356321839,202861.9223089843,3271.9664888545854,40.57238446179685,0.09326984933746403,100,68,0.68,1748.5916454660326,inf,0.5578084637833804,1.0,0.7789042318916902,0.15718280872288687,0.3403929570218072,0.3584413106290301
107,1189.5497498610334,62,435,0.1425287356321839,202827.6281161461,3271.413356712034,40.56552562322923,0.09325408189248098,100,68,0.68,1748.8209078587704,inf,0.5578396434687928,1.0,0.7789198217343964,0.15716713007904226,0.34039291782519765,0.3582741958808465
108,1200.6670372429123,62,435,0.1425287356321839,202819.5225638947,3271.2826219983012,40.563904512778926,0.09325035520179063,100,70,0.7,1780.2553690894483,inf,0.5492357516725229,1.0,0.7746178758362614,0.15931623968276465,0.3503982905992069,0.3582019398690884
