frame,time,active_links,max_possible_links,link_fraction,total_link_distance,mean_link_distance,normalized_distance_sum,link_score,receiver_count,covered_receivers,coverage_fraction,mean_nearest_receiver_distance,max_nearest_receiver_distance,receiver_penalty,worst_receiver_penalty,blended_receiver_penalty,base_score,score,running_score
24,2681.564245810056,52,435,0.11954022988505747,184734.02464089065,3552.577396940205,36.946804928178125,0.08493518374293822,100,79,0.79,1770.1043937967718,inf,0.48967649421989,1.0,0.7448382471099451,0.17004846831649656,0.39542512117079126,0.3944214788705853
25,2793.296089385475,55,435,0.12643678160919541,197207.27858325705,3585.5868833319464,39.44145571665141,0.09067001314172739,100,78,0.78,1796.8784692181337,inf,0.5003130411980288,1.0,0.7501565205990144,0.17025674627135645,0.3904256418656784,0.394267792831935
26,2905.0279329608943,54,435,0.12413793103448276,189007.58033187225,3500.1403765161526,37.80151606637445,0.08690003693419412,100,78,0.78,1783.0106956381687,inf,0.4981496685195543,1.0,0.7490748342597772,0.16891260133720848,0.390422281503343,0.3941253664864316
27,3016.7597765363134,56,435,0.12873563218390804,199791.22725790966,3567.700486748387,39.95824545158193,0.091858035520878,100,77,0.77,1745.9504212487457,inf,0.49887636487230674,1.0,0.7494381824361533,0.17120992654236233,0.3854280248163559,0.39381474714107173
28,3128.4916201117326,57,435,0.1310344827586207,206945.02626890826,3630.614495945759,41.38900525378165,0.09514713851444057,100,77,0.77,1763.606974494663,inf,0.5015954740721782,1.0,0.7507977370360891,0.1721747007391758,0.38543043675184796,0.3935256329897192
29,3240.2234636871517,51,435,0.11724137931034483,179263.79107117807,3514.9762955132956,35.85275821423562,0.08242013382582901,100,76,0.76,1713.737022542451,inf,0.5004880274264525,1.0,0.7502440137132262,0.1660880600563014,0.38041522015014073,0.39308861922839994
30,3351.955307262571,54,435,0.12413793103448276,192639.5119852886,3567.3983700979375,38.52790239705772,0.08856989056794878,100,81,0.81,1750.964567140699,inf,0.4736562598767932,1.0,0.7368281299383966,0.1758708803147761,0.40543967720078694,0.3934870404533157
31,3463.68715083799,56,435,0.12873563218390804,200601.18425939642,3582.164004632079,40.120236851879284,0.09223042954455007,100,81,0.81,1750.4692566334033,inf,0.47357601957461143,1.0,0.7367880097873057,0.1777212098786221,0.4054443030246966,0.3938607049086713
32,3575.418994413409,59,435,0.135632183908046,211630.37986988848,3586.955591015059,42.32607597397769,0.09730132407810962,100,79,0.79,1761.8488242767896,inf,0.4883721142357328,1.0,0.7441860571178665,0.17655763348012155,0.3954413940837003,0.3939086045806419
33,3687.1508379888282,61,435,0.14022988505747128,215666.37194490907,3535.514294178837,43.13327438898181,0.09915695261834899,100,78,0.78,1758.6112516985397,inf,0.4943433552649722,1.0,0.7471716776324862,0.17599263749293137,0.39043998159373233,0.39380658625749754
34,3798.8826815642474,60,435,0.13793103448275862,205403.03042772965,3423.383840462161,41.08060608554594,0.09443817490930101,100,74,0.74,1718.8961277173719,inf,0.5143966269021711,1.0,0.7571983134510856,0.16861993072910775,0.37042154982682274,0.39313844235947826
35,3910.6145251396665,60,435,0.13793103448275862,202906.33456513408,3381.7722427522344,40.58126691302681,0.09329026876557887,100,75,0.75,1797.735447003574,inf,0.5196603170505361,1.0,0.759830158525268,0.16673005512015537,0.3754168251378004,0.3926461752144317
36,4022.3463687150856,59,435,0.135632183908046,199117.96337266368,3374.880735129893,39.82359267453275,0.09154848890697183,100,76,0.76,1819.634195116522,inf,0.5165843976577115,1.0,0.7582921988288558,0.16662814503905798,0.38041657036259763,0.3923156453535713
37,4134.078212290505,57,435,0.1310344827586207,193215.97310798682,3389.7539141752072,38.64319462159736,0.08883493016459162,100,76,0.76,1752.9615477591487,inf,0.5064501552593906,1.0,0.7532250776296954,0.16780492626744814,0.3804195123156686,0.3920025892209949
38,4245.8100558659235,57,435,0.1310344827586207,200534.8936592152,3518.156029109038,40.10697873184304,0.09219995110768515,100,76,0.76,1724.4126601368964,inf,0.5021107243408083,1.0,0.7510553621704041,0.17057229446864053,0.3804264307361716,0.391705764644461
39,4357.541899441342,55,435,0.12643678160919541,196065.63978433487,3564.829814260634,39.21312795686698,0.09014512173992409,100,80,0.8,1751.0802101318463,inf,0.48017283362109536,1.0,0.7400864168105477,0.1750293524646882,0.40043757338116176,0.3919240598628785
40,4469.273743016761,53,435,0.12183908045977011,187668.59709880545,3540.9169263925555,37.5337194197611,0.08628441245922092,100,82,0.82,1769.646395298298,inf,0.47022200882892085,1.0,0.7351110044144604,0.1755867040223803,0.4104389667600559,0.3923756429579316
41,4581.0055865921795,49,435,0.11264367816091954,168780.33201177634,3444.496571668905,33.75606640235527,0.07760015264909258,100,78,0.78,1740.8033790530503,inf,0.49156532713227596,1.0,0.745782663566138,0.1659087445414773,0.3904147718613537,0.3923289555508702
42,4692.737430167598,45,435,0.10344827586206896,149520.70871893255,3322.682415976279,29.90414174378651,0.06874515343399198,100,82,0.82,1818.812246513906,inf,0.47828520842828054,1.0,0.7391426042141402,0.16480127460992589,0.41041200318652477,0.3927494915423971
43,4804.469273743017,43,435,0.09885057471264368,140605.24560591925,3269.8894326957966,28.121049121183844,0.06464608993375597,100,77,0.77,1754.600450601346,inf,0.5002084693926073,1.0,0.7501042346963036,0.1572709276187262,0.3853931773190468,0.3925823025827755
44,4916.2011173184355,43,435,0.09885057471264368,141534.10806420262,3291.4908852140143,28.306821612840523,0.06507315313296672,100,80,0.8,1785.1620356198728,inf,0.4856259256991797,1.0,0.7428129628495899,0.1611300951416884,0.40040282523785425,0.3927560919751106
45,5027.932960893854,46,435,0.10574712643678161,158127.52231652485,3437.5548329679314,31.625504463304967,0.0727023091110459,100,80,0.8,1765.504637578507,inf,0.4824807420125611,1.0,0.7412403710062805,0.16573096905238272,0.400414327422631,0.3929225753544045
46,5139.664804469273,50,435,0.11494252873563218,180763.38899607895,3615.267779921579,36.15267779921578,0.08310960413612824,100,82,0.82,1763.5814436347505,inf,0.46922735675609906,1.0,0.7346136783780495,0.17424796287903943,0.41043561990719757,0.39329519332361285
47,5251.396648044692,49,435,0.11264367816091954,176955.6929041682,3611.3406715136366,35.39113858083365,0.08135893926628425,100,85,0.85,1805.2502058422874,inf,0.4568925349931889,1.0,0.7284462674965945,0.17645633588484494,0.42544114083971213,0.39396490056353156
48,5363.12849162011,47,435,0.10804597701149425,166822.39024214566,3549.412558343525,33.36447804842913,0.07669994953661868,100,82,0.82,1807.306974221115,inf,0.4763983437722628,1.0,0.7381991718861314,0.16925038882524368,0.4104231259720631,0.3943007827147261
49,5474.860335195529,42,435,0.09655172413793103,139712.1023724625,3326.4786279157743,27.9424204744925,0.06423544936664943,100,78,0.78,1767.129312346506,inf,0.49567217272605496,1.0,0.7478360863630275,0.15819968150181102,0.39039549920375455,0.3942226770445067
50,5586.592178770948,41,435,0.09425287356321839,131338.01258973332,3203.366160725203,26.267602517946663,0.06038529314470498,100,80,0.8,1791.9959994545763,inf,0.48671935991273224,1.0,0.7433596799563661,0.1585128065941695,0.40039628201648547,0.3943437281223886
51,5698.324022346366,47,435,0.10804597701149425,157317.98143247108,3347.191094307895,31.463596286494216,0.07233010640573383,100,84,0.84,1836.4747512982985,inf,0.46852775821811404,1.0,0.734263879109057,0.1690331136483384,0.4204225827841208,0.3948452445581911
52,5810.055865921785,49,435,0.11264367816091954,162903.37250253,3324.5586225006123,32.580674500506,0.07489810230001379,100,83,0.83,1846.898436085751,inf,0.47658514039023464,1.0,0.7382925701951173,0.1683027660524482,0.4154207569151311,0.39523346177247304
53,5921.787709497204,50,435,0.11494252873563218,165099.50670637554,3301.990134127511,33.01990134127511,0.07590781917534507,100,74,0.74,1744.8873686235468,inf,0.5182433305562849,1.0,0.7591216652781425,0.15839307694860127,0.3703959826923715,0.39477350845617487
54,6033.519553072622,56,435,0.12873563218390804,194682.1043823851,3476.4661496854483,38.936420876477015,0.08950901350914256,100,74,0.74,1731.8567254593747,inf,0.5163147953679874,1.0,0.7581573976839937,0.1656758079125744,0.37041418951978144,0.3943306117482404
55,6145.251396648041,54,435,0.12413793103448276,186462.0611369502,3453.0011321657444,37.29241222739004,0.08572968328135641,100,77,0.77,1755.247181634765,inf,0.5003080659717537,1.0,0.7501540329858769,0.1677878251477397,0.3854194695628694,0.39417148420921594
56,6256.98324022346,51,435,0.11724137931034483,174242.72960715528,3416.5241099442214,34.84854592143106,0.08011159981938175,100,74,0.74,1708.755881713177,inf,0.5128958704935502,1.0,0.7564479352467751,0.16183183228630332,0.37040457958071576,0.3937545209701194
57,6368.715083798878,48,435,0.1103448275862069,158422.52304720774,3300.4692301501614,31.68450460944155,0.07283794163090011,100,74,0.74,1754.5358258166664,inf,0.5196713022208667,1.0,0.7598356511104334,0.1565011452602334,0.37039125286315056,0.39335170600275793
58,6480.446927374297,48,435,0.1103448275862069,156808.66228310944,3266.8471308981134,31.36173245662189,0.0720959366818894,100,79,0.79,1850.7475881041237,inf,0.5024181189204516,1.0,0.7512090594602259,0.16044343861083177,0.3954011085965271,0.3933864416399404
59,6592.178770949716,51,435,0.11724137931034483,168875.25543207666,3311.279518276013,33.77505108641533,0.07764379560095479,100,77,0.77,1840.5188804218344,inf,0.5134399075849625,1.0,0.7567199537924812,0.16046192090423678,0.3854011548022606,0.39325335352597907
60,6703.910614525134,52,435,0.11954022988505747,172162.08814570724,3310.809387417447,34.432417629141455,0.07915498305549759,100,77,0.77,1859.453763673903,inf,0.516355879605781,1.0,0.7581779398028905,0.16048852162630356,0.3854012213040658,0.3931246300469313
61,6815.642458100553,58,435,0.13333333333333333,194975.60808666676,3361.648415287358,38.995121617333346,0.0896439577409962,100,75,0.75,1820.5861422888624,inf,0.5230879213433294,1.0,0.7615439606716647,0.16404999853466573,0.3754101249963367,0.3928389122235346
62,6927.374301675972,60,435,0.13793103448275862,196282.768528069,3271.3794754678165,39.2565537056138,0.09024495104738804,100,71,0.71,1745.0151538019843,inf,0.5377921518398817,1.0,0.7688960759199408,0.16067443756372357,0.35540168609390926,0.39224467053893736
63,7039.10614525139,65,435,0.14942528735632185,214766.65377417693,3304.102365756568,42.953330754835385,0.09874328909157559,100,71,0.71,1784.3571033034782,inf,0.5433787086690939,1.0,0.7716893543345469,0.16352696737851435,0.35540881741844627,0.3916691103339297
64,7150.837988826809,62,435,0.1425287356321839,197667.57590185426,3188.1867080944235,39.53351518037086,0.09088164409280658,100,71,0.71,1778.8711787639213,inf,0.5425997073844769,1.0,0.7712998536922384,0.1597908952002841,0.3553994772380007,0.39111111597860776
65,7262.569832402228,61,435,0.14022988505747128,196807.0009930917,3226.3442785752736,39.361400198618334,0.09048597746808812,100,74,0.74,1811.9939279138584,inf,0.528175101331251,1.0,0.7640875506656255,0.16319921340123134,0.37040799803350305,0.3907974323733789
66,7374.3016759776465,59,435,0.135632183908046,197528.48763324966,3347.940468360164,39.50569752664993,0.09081769546356307,100,71,0.71,1747.2521828194301,inf,0.5381098099603591,1.0,0.7690549049801796,0.16088139524169176,0.3554022034881042,0.3902691453750912
67,7486.033519553065,54,435,0.12413793103448276,181098.02111438854,3353.667057673862,36.21960422287772,0.08326345798362694,100,77,0.77,1797.1475358306784,inf,0.5067607205179244,1.0,0.7533803602589622,0.16494154886233237,0.38541235387215583,0.3901977219706363
68,7597.765363128484,52,435,0.11954022988505747,177563.48867557946,3414.6824745303743,35.51269773511589,0.08163838559796757,100,81,0.81,1794.6580531733493,inf,0.4807346046140826,1.0,0.7403673023070413,0.17063554164546318,0.4054265888541137,0.3904184301863388
69,7709.4972067039025,54,435,0.12413793103448276,192815.02256565512,3570.6485660306503,38.563004513131,0.08865058508765747,100,79,0.79,1735.1744913760024,inf,0.4841575696374084,1.0,0.7420787848187043,0.17328590013447664,0.3954332147503362,0.3904900699658245
70,7821.229050279321,55,435,0.12643678160919541,199253.69151483578,3622.7943911788325,39.85073830296715,0.0916108926504992,100,83,0.83,1786.4413110145827,inf,0.46654925762842064,1.0,0.7332746288142103,0.17916813191814446,0.41544792032979533,0.3908415889850354
71,7932.96089385474,54,435,0.12413793103448276,193180.0248951301,3577.4078684283354,38.63600497902601,0.0888184022506345,100,86,0.86,1820.789563399594,inf,0.45317580490473025,1.0,0.7265879024523652,0.18111524989913463,0.43045278812474785,0.3913917445286425
72,8044.692737430159,52,435,0.11954022988505747,181163.4762193419,3483.913004218113,36.23269524386838,0.0832935522847549,100,81,0.81,1790.2870851094353,inf,0.4800265077877286,1.0,0.7400132538938643,0.1716401491954453,0.4054291003729886,0.39158403707445544
73,8156.424581005577,51,435,0.11724137931034483,174478.31095798255,3421.143352117305,34.89566219159651,0.0802199130841299,100,80,0.8,1807.4761867424502,inf,0.48919618987879204,1.0,0.744598094939396,0.16781090907236695,0.40041952727268093,0.3917034355906477
74,8268.156424580997,46,435,0.10574712643678161,151810.32825861356,3300.2245273611643,30.362065651722713,0.06979785207292577,100,82,0.82,1802.8888394114322,inf,0.4756737696634749,1.0,0.7378368848317375,0.1659804836205942,0.41041495120905147,0.39195292246555974
75,8379.888268156416,45,435,0.10344827586206896,150090.23900792436,3335.3386446205413,30.01804780158487,0.06900700644042498,100,80,0.8,1786.0330009198399,inf,0.4857652801471744,1.0,0.7428826400735872,0.16306218318341886,0.4004076554579586,0.39206416895230184
76,8491.620111731834,43,435,0.09885057471264368,141465.3081546304,3289.8908873169858,28.293061630926083,0.06504152099063468,100,79,0.79,1790.7958583387685,inf,0.4929457456175254,1.0,0.7464728728087627,0.159284324090936,0.39539821081022736,0.39210746819721
77,8603.351955307253,41,435,0.09425287356321839,131601.99970535014,3209.8048708621986,26.320399941070033,0.06050666653119548,100,76,0.76,1762.8372300509066,inf,0.5079512589677377,1.0,0.7539756294838689,0.15326551852366332,0.38038316379630915,0.3919571566023266
78,8715.083798882672,48,435,0.1103448275862069,163986.1947415311,3416.3790571152313,32.797238948306216,0.07539595160530164,100,80,0.8,1823.2958494533555,inf,0.49172733591253687,1.0,0.7458636679562685,0.16476614182451654,0.40041191535456133,0.3920641788650131
79,8826.81564245809,47,435,0.10804597701149425,154776.50797191507,3293.11719089181,30.955301594383027,0.07116161286065063,100,77,0.77,1782.494405171846,inf,0.5045041383964642,1.0,0.7522520691982322,0.15945477183120926,0.38539863692957804,0.3919808595908202
80,8938.547486033509,49,435,0.11264367816091954,162436.09427021156,3315.0223320451337,32.48721885404231,0.0746832617334306,100,78,0.78,1786.486456216711,inf,0.49869188716980695,1.0,0.7493459435849035,0.16266865907426353,0.39040667164768567,0.3919614251717692
81,9050.279329608928,51,435,0.11724137931034483,171849.99783411203,3369.6078006688635,34.36999956682239,0.07901149325706297,100,75,0.75,1733.4088538677506,inf,0.5100113280801625,1.0,0.7550056640400813,0.1620029146084908,0.3754050072865212,0.39175951763658323
82,9162.011173184346,60,435,0.13793103448275862,217715.204305206,3628.5867384200997,43.5430408610412,0.10009894450814069,100,71,0.71,1645.8243235039133,inf,0.5237070539375557,1.0,0.7618535269687778,0.16912270876968138,0.35542280677192417,0.3913217259394187
83,9273.743016759765,61,435,0.14022988505747128,224568.439980118,3681.4498357396396,44.91368799602359,0.1032498574621232,100,74,0.74,1679.568523484607,inf,0.5085761414757219,1.0,0.754288070737861,0.17448089336213113,0.37043620223340534,0.3910730887524424
84,9385.474860335184,56,435,0.12873563218390804,199988.38799535096,3571.2212142026956,39.997677599070194,0.09194868413579355,100,77,0.77,1744.021031859683,inf,0.4985792389063912,1.0,0.7492896194531956,0.17132953234129894,0.38542832383085324,0.39100667975336484
85,9497.206703910602,53,435,0.12183908045977011,183848.19402624853,3468.833849551859,36.76963880524971,0.08452790529942462,100,74,0.74,1724.9396202336611,inf,0.5152910637945819,1.0,0.757645531897291,0.16344118670106678,0.37040860296675265,0.3907671672325903
86,9608.938547486021,56,435,0.12873563218390804,197309.20698793087,3523.378696213051,39.46184139758617,0.09071687677606016,100,80,0.8,1834.139345733495,inf,0.49346229531735925,1.0,0.7467311476586797,0.17199286455869028,0.40042998216139675,0.3908782340708525
87,9720.67039106144,56,435,0.12873563218390804,195145.79259959667,3484.746296421369,39.029158519919335,0.08972220349406744,100,80,0.8,1809.8309125207336,inf,0.48957294600331736,1.0,0.7447864730016587,0.1724678652462044,0.40043116966311554,0.3909867901571282
88,9832.402234636858,54,435,0.12413793103448276,184307.13705732246,3413.0951306911566,36.86142741146449,0.08473891358957354,100,79,0.79,1759.126735055027,inf,0.4879420241386942,1.0,0.7439710120693471,0.1703839507601132,0.3954259598769003,0.3910366684685863
89,9944.134078212277,58,435,0.13333333333333333,200751.10947256983,3461.226025389135,40.15022189451396,0.09229936067704358,100,76,0.76,1723.924140628297,inf,0.5020364693755011,1.0,0.7510182346877505,0.17064056299464647,0.38042660140748663,0.3909187788345741
90,10055.865921787696,59,435,0.135632183908046,197444.37829651887,3346.5148863816758,39.48887565930377,0.0907790245041466,100,75,0.75,1763.0109508075002,inf,0.5144516426211251,1.0,0.7572258213105625,0.16677660159679208,0.37541694150399196,0.39074842897379847
91,10167.597765363114,61,435,0.14022988505747128,200104.43205701187,3280.400525524785,40.02088641140237,0.09200203772736178,100,71,0.71,1704.8076189841158,inf,0.5320826818957445,1.0,0.7660413409478722,0.1629803483897448,0.35540745087097436,0.39036428790746347
92,10279.329608938533,64,435,0.1471264367816092,210114.8865211979,3283.0451018937174,42.02297730423959,0.09660454552698756,100,73,0.73,1751.1031827926997,inf,0.5256610646877342,1.0,0.7628305323438671,0.1668870065915602,0.3654172175164789,0.3900960398387432
93,10391.061452513952,64,435,0.1471264367816092,209095.46320605197,3267.116612594562,41.81909264121039,0.09613584515220779,100,76,0.76,1803.7013188018252,inf,0.5141626004578774,1.0,0.7570813002289387,0.16952727246163457,0.3804238181811541,0.3899931438636625
94,10502.79329608937,67,435,0.15402298850574714,228254.8329744167,3406.7885518569656,45.65096659488335,0.10494475079283529,100,72,0.72,1736.9341875577493,inf,0.530118523008316,1.0,0.765059261504158,0.16994274464433867,0.36042485686161085,0.3896818987373251
95,10614.52513966479,60,435,0.13793103448275862,201193.90085141207,3353.2316808568676,40.23878017028242,0.09250294292018947,100,81,0.81,1841.937226777394,inf,0.4883938307379379,1.0,0.7441969153689689,0.17415301377561032,0.40543538253443906,0.38984599752687843
96,10726.256983240208,57,435,0.1310344827586207,194965.56259553588,3420.4484665883488,38.99311251910717,0.0896393391243843,100,75,0.75,1692.4161373311474,inf,0.5038624205996721,1.0,0.7519312102998361,0.16885406441227413,0.3754221351610307,0.3896972979148594
97,10837.988826815626,57,435,0.1310344827586207,202616.42373803625,3554.6741006673024,40.52328474760725,0.09315697643128103,100,82,0.82,1773.8047392704395,inf,0.47090397724035216,1.0,0.735451988620176,0.17885249390555247,0.41044713123476384,0.3899090309079196
98,10949.720670391045,53,435,0.12183908045977011,186089.89366580514,3511.1300691661345,37.217978733161026,0.08555857180037017,100,83,0.83,1813.5226990431497,inf,0.4710447680411629,1.0,0.7355223840205815,0.17501809388989437,0.4154375452347247,0.39016689468899846
99,11061.452513966464,50,435,0.11494252873563218,171191.67912772595,3423.833582554519,34.23833582554519,0.07870881798975907,100,84,0.84,1835.3207821371834,inf,0.46833389139904696,1.0,0.7341669456995235,0.1722709361451178,0.42043067734036277,0.3904695325155121
100,11173.184357541882,50,435,0.11494252873563218,171605.61262106363,3432.1122524212724,34.321122524212726,0.07889913223956949,100,82,0.82,1810.703326686062,inf,0.47695534557651414,1.0,0.738477672788257,0.17021072972565626,0.4104255268243141,0.3906671166175794
101,11284.916201117301,51,435,0.11724137931034483,175923.14737762453,3449.473477992638,35.1846294755249,0.08088420569086184,100,80,0.8,1781.0626057573486,inf,0.4849700169211759,1.0,0.742485008460588,0.16919959861513695,0.4004229989965379,0.3907627625232555
102,11396.64804469272,52,435,0.11954022988505747,183082.21574908152,3520.8118413284906,36.61644314981632,0.08417573137888809,100,80,0.8,1786.1418609981133,inf,0.4857826977596982,1.0,0.7428913488798491,0.17064219124951946,0.4004266054781238,0.3908565862412639
103,11508.379888268139,51,435,0.11724137931034483,177498.32676404668,3480.359348314641,35.49966535280934,0.08160842609841228,100,80,0.8,1792.2879519042508,inf,0.4867660723046802,1.0,0.7433830361523401,0.16911269497303605,0.4004227817374326,0.3909485688902655
104,11620.111731843557,49,435,0.11264367816091954,166919.13888411777,3406.513038451383,33.38382777682355,0.07674443167085875,100,81,0.81,1813.3522172414673,inf,0.4837630591931179,1.0,0.741881529596559,0.1674314510371499,0.4054185786275929,0.3910863785068115
105,11731.843575418976,48,435,0.1103448275862069,159750.55136247992,3328.1364867183315,31.950110272495984,0.07344852936205973,100,79,0.79,1803.2532184481063,inf,0.49491400851480094,1.0,0.7474570042574005,0.16299576255232961,0.3954074894063808,0.3911271437039772
106,11843.575418994395,44,435,0.10114942528735632,137144.97636330975,3116.9312809843123,27.42899527266195,0.06305516154634931,100,76,0.76,1787.1260836445917,inf,0.5116431647139779,1.0,0.7558215823569889,0.15361678959468017,0.38038404197398673,0.3910267408840708
107,11955.307262569813,46,435,0.10574712643678161,145214.25449541872,3156.8316194656245,29.042850899083735,0.06676517448065226,100,78,0.78,1812.1105921336746,inf,0.5026892523728532,1.0,0.7513446261864266,0.15771027414711286,0.3903942756853678,0.39102088472482355
