frame,time,active_links,max_possible_links,link_fraction,total_link_distance,mean_link_distance,normalized_distance_sum,link_score,receiver_count,covered_receivers,coverage_fraction,mean_nearest_receiver_distance,max_nearest_receiver_distance,receiver_penalty,worst_receiver_penalty,blended_receiver_penalty,base_score,score,running_score
0,0.0,53,435,0.12183908045977011,185241.48583088574,3495.1223741676554,37.04829716617715,0.08516849923259115,100,78,0.78,1732.2039945982217,inf,0.4902238231573226,1.0,0.7451119115786613,0.17002829382696494,0.39042507073456745,0.39042507073456745
1,11.117287381878821,54,435,0.12413793103448276,190567.27410439035,3529.0235945257473,38.11345482087807,0.08761713751925992,100,77,0.77,1712.3734517802425,inf,0.4937055115741573,1.0,0.7468527557870787,0.17038219086609058,0.38542595547716524,0.3879255131058663
2,22.234574763757642,54,435,0.12413793103448276,190931.2890270759,3535.7646116125165,38.18625780541517,0.08778450070210383,100,78,0.78,1724.7233141907047,inf,0.4890568370137499,1.0,0.744528418506875,0.17162804109761443,0.390429070102744,0.3887600321048255
3,33.35186214563646,53,435,0.12183908045977011,186366.93755250995,3516.3573123115084,37.27338751050199,0.08568594830000457,100,79,0.79,1736.9223939682963,inf,0.4844337382469908,1.0,0.7422168691234954,0.17173453958825458,0.39542933634897065,0.3904273581658618
4,44.469149527515285,53,435,0.12183908045977011,186850.11546845277,3525.47387676326,37.37002309369054,0.08590809906595527,100,79,0.79,1737.329704617605,inf,0.4844980933295816,1.0,0.7422490466647909,0.17182952620058223,0.3954295738155015,0.39142780129578975
5,55.58643690939411,53,435,0.12183908045977011,187398.4933345606,3535.8206289539735,37.479698666912114,0.08616022682048761,100,78,0.78,1724.8925368822488,inf,0.48908323575363083,1.0,0.7445416178768154,0.17080930447183607,0.3904270232611796,0.39126100495668803
6,66.70372429127293,52,435,0.11954022988505747,182982.5235713118,3518.894684063688,36.596504714262366,0.08412989589485602,100,79,0.79,1740.2589873737177,inf,0.4849609200050473,1.0,0.7424804600025237,0.17082471794616616,0.3954270617948654,0.39185615593357054
7,77.82101167315176,54,435,0.12413793103448276,193466.7587742792,3582.7177550792444,38.69335175485584,0.08895023391920882,100,80,0.8,1753.8672770045189,inf,0.48061876432072287,1.0,0.7403093821603615,0.17432042587942365,0.40043580106469856,0.3929286115749615
8,88.93829905503058,51,435,0.11724137931034483,178789.0696216377,3505.6680317968176,35.757813924327536,0.08220187109040814,100,81,0.81,1769.955738399506,inf,0.47673282962072,1.0,0.73836641481036,0.1719177281400241,0.4054297943203501,0.3943176318800047
9,100.05558643690941,50,435,0.11494252873563218,174115.89463756865,3482.317892751373,34.82317892751372,0.08005328489083614,100,81,0.81,1771.2090709474342,inf,0.47693586949348427,1.0,0.7384679347467421,0.17079267507204704,0.40542698168768015,0.39542856686077227
10,111.17287381878823,53,435,0.12183908045977011,189352.86940799895,3572.6956492075274,37.870573881599796,0.08705879053241332,100,81,0.81,1771.7628233856992,inf,0.4770255773884833,1.0,0.7385127886942416,0.17427300091908587,0.4054356825022977,0.3963383046463655
11,122.29016120066706,52,435,0.11954022988505747,184496.17987752322,3548.0034591831386,36.899235975504645,0.08482582982874631,100,81,0.81,1772.2426143444777,inf,0.47710330352380537,1.0,0.7385516517619026,0.17313708903342184,0.40543284272258356,0.3970961828193837
12,133.40744858254587,53,435,0.12183908045977011,189612.55068951487,3577.5952960285827,37.922510137902975,0.0871781842250643,100,81,0.81,1771.7191350539956,inf,0.4770184998787473,1.0,0.7385092499393736,0.17433446714284534,0.40543583616785717,0.39773769461542013
13,144.52473596442468,53,435,0.12183908045977011,189764.37915877963,3580.4599841279173,37.95287583175594,0.08724799041782974,100,81,0.81,1770.4246426037173,inf,0.47680879210180216,1.0,0.738404396050901,0.1744217971834644,0.40543605449295866,0.3982875774638157
14,155.6420233463035,55,435,0.12643678160919541,199952.5902041576,3635.5016400755926,39.99051804083153,0.09193222538122191,100,81,0.81,1769.5606519142798,inf,0.4766688256101134,1.0,0.7383344128050567,0.17679890628808254,0.4054419972657202,0.3987645387839427
15,166.7593107281823,53,435,0.12183908045977011,190006.7779820986,3585.033546832049,38.001355596419714,0.087359438152689,100,81,0.81,1768.8479063427008,inf,0.4765533608275176,1.0,0.7382766804137588,0.17454137886946508,0.4054363534471737,0.3991815272003946
16,177.8765981100611,53,435,0.12183908045977011,190012.51516850482,3585.1417956321666,38.002503033700954,0.08736207593954243,100,81,0.81,1769.8593010502198,inf,0.4767172067701355,1.0,0.7383586033850678,0.1745017362772373,0.40543625434069314,0.3995494523262946
17,188.99388549193992,54,435,0.12413793103448276,194990.51851791437,3610.9355281095254,38.99810370358287,0.08965081311168475,100,82,0.82,1785.859757758052,inf,0.4728810002723204,1.0,0.7364405001361602,0.1766051564877622,0.4104415128912194,0.40015456680212375
18,200.11117287381873,54,435,0.12413793103448276,195021.6325581295,3611.511714039435,39.004326511625905,0.08966511841753082,100,82,0.82,1784.457587784569,inf,0.4726510443966693,1.0,0.7363255221983347,0.17666979810959804,0.41044167449527397,0.4006959935228159
19,211.22846025569754,54,435,0.12413793103448276,195059.62550295412,3612.215287091743,39.011925100590815,0.08968258643813981,100,83,0.83,1793.0158920949827,inf,0.4676406380877671,1.0,0.7338203190438836,0.17793113369712815,0.4154448278342428,0.4014334352383872
20,222.34574763757635,54,435,0.12413793103448276,195101.10578897037,3612.983440536488,39.020221157794076,0.08970165783400937,100,83,0.83,1787.242164943118,inf,0.46668219938055755,1.0,0.7333410996902787,0.1781802790718653,0.41544545069767963,0.4021006740697821
21,233.46303501945516,57,435,0.1310344827586207,210112.7541748151,3686.1886697335985,42.02255083496303,0.09660356513784604,100,84,0.84,1794.9259665483298,inf,0.4615475623801195,1.0,0.7307737811900598,0.18291489197389316,0.4204572872299347,0.40293506557706177
22,244.58032240133397,57,435,0.1310344827586207,209948.35331960247,3683.304444203552,41.9896706639205,0.09652797853774828,100,82,0.82,1766.9061508575169,inf,0.46977260874063276,1.0,0.7348863043703164,0.18082083708371588,0.41045205209270924,0.40326189107774213
23,255.69760978321278,56,435,0.12873563218390804,204801.14142376132,3657.1632397100234,40.960228284752255,0.0941614443327638,100,81,0.81,1750.2564060113973,inf,0.4735415377738464,1.0,0.7367707688869232,0.17869533772292034,0.40544673834430733,0.40335292638051573
24,266.8148971650916,56,435,0.12873563218390804,204609.83877461098,3653.747120975196,40.92196775492219,0.09407348909177515,100,81,0.81,1747.0076544830376,inf,0.47301524002625206,1.0,0.736507620013126,0.1787829345393246,0.40544695733634833,0.403436687618749
25,277.93218454697046,56,435,0.12873563218390804,204478.23859076836,3651.3971176922923,40.89564771815367,0.09401298326012338,100,80,0.8,1730.192141082271,inf,0.4768307425731633,1.0,0.7384153712865816,0.17779880598677084,0.4004444970149669,0.40332160336475736
26,289.0494719288493,55,435,0.12643678160919541,199335.9825310066,3624.290591472847,39.86719650620131,0.09164872760046278,100,79,0.79,1715.6501505920005,inf,0.4810727237935361,1.0,0.7405363618967681,0.17555618285184732,0.39543889045712965,0.4030296510348452
27,300.16675931072814,54,435,0.12413793103448276,194105.36180964397,3594.5437372156293,38.8210723619288,0.08924384451018115,100,79,0.79,1716.8486859928692,inf,0.4812620923868734,1.0,0.7406310461934367,0.1743063991583722,0.3954357659978959,0.40275844085495416
28,311.284046692607,52,435,0.11954022988505747,183871.11897318327,3535.9830571766015,36.77422379463665,0.08453844550491184,100,83,0.83,1770.8621684224556,inf,0.4639631199581275,1.0,0.7319815599790638,0.17627844276292404,0.4154406961069073,0.4031957600015732
29,322.4013340744858,52,435,0.11954022988505747,183631.36253730019,3531.3723564865422,36.72627250746003,0.08442821266082766,100,82,0.82,1757.902776139997,inf,0.46829605528695945,1.0,0.7341480276434798,0.1751400925086739,0.41043785023127166,0.4034371630092298
30,333.51862145636466,52,435,0.11954022988505747,183445.56336597196,3527.7992954994606,36.689112673194394,0.08434278775446988,100,83,0.83,1770.6205337960841,inf,0.46392300861014996,1.0,0.731961504305075,0.1761906417246974,0.4154404766043117,0.40382436667358734
31,344.6359088382435,53,435,0.12183908045977011,188311.04563788784,3553.03859694128,37.66220912757758,0.0865797910978795,100,83,0.83,1771.6487718164615,inf,0.46409369612153256,1.0,0.7320468480607663,0.17726647151855668,0.4154431661787964,0.4041874541581251
32,355.75319622012233,53,435,0.12183908045977011,188194.79578088401,3550.845203412906,37.63895915617679,0.08652634288776273,100,83,0.83,1774.8308338129582,inf,0.46462191841295103,1.0,0.7323109592064755,0.17710769184064362,0.4154427692296016,0.40452852431180625
33,366.8704836020012,52,435,0.11954022988505747,183119.65718534088,3521.531868948863,36.62393143706817,0.08419294583234063,100,83,0.83,1779.0837012302454,inf,0.46532789440422073,1.0,0.7326639472021104,0.17576449931511517,0.41543941124828776,0.4048494327511145
34,377.98777098388,54,435,0.12413793103448276,192820.2577818713,3570.7455144790983,38.564051556374274,0.08865299208361901,100,79,0.79,1728.403457087696,inf,0.483087746219856,1.0,0.741543873109928,0.1735545594868455,0.3954338863987171,0.40458041714104603
35,389.10505836575885,54,435,0.12413793103448276,192412.90335693504,3563.2019140173156,38.48258067138701,0.0884657026928437,100,78,0.78,1716.1800172502426,inf,0.48772408269103784,1.0,0.7438620413455189,0.1723018306736624,0.3904307545766842,0.4041873709587026
36,400.2223457476377,55,435,0.12643678160919541,197011.78296203222,3582.032417491495,39.402356592406434,0.09058013009748606,100,79,0.79,1735.9504654071425,inf,0.4842801735343286,1.0,0.7421400867671644,0.17422002166516082,0.3954355500541629,0.40395083525857994
37,411.3396331295165,53,435,0.12183908045977011,186633.75210722294,3521.3915491928856,37.32675042144459,0.08580862165849332,100,79,0.79,1739.9267466754043,inf,0.4849084259747139,1.0,0.7424542129873569,0.17167720433556816,0.39542919301083895,0.40372658151521834
38,422.45692051139537,53,435,0.12183908045977011,186263.90953858034,3514.413387520384,37.25278190771606,0.08563857909819785,100,79,0.79,1743.1998620751344,inf,0.48542557820787124,1.0,0.7427127891039356,0.1714628949971312,0.3954286572374928,0.40351381422604593
39,433.5742078932742,54,435,0.12413793103448276,190916.88046405505,3535.49778637139,38.183376092811,0.08777787607542759,100,78,0.78,1733.8456215023361,inf,0.4904799169543643,1.0,0.7452399584771822,0.17126895879912268,0.39042817239699784,0.40318667318031964
40,444.69149527515304,55,435,0.12643678160919541,195552.8951733155,3555.507184969373,39.1105790346631,0.08990937709117953,100,78,0.78,1740.7705842925607,inf,0.4915602111496395,1.0,0.7457801055748198,0.17206463575817993,0.3904301615893955,0.40287553875127274
41,455.8087826570319,58,435,0.13333333333333333,210088.90595829856,3622.222516522389,42.01778119165971,0.09659260044059703,100,77,0.77,1724.1593025027537,inf,0.49552053258542406,1.0,0.7477602662927121,0.17441616707394247,0.38543604041768487,0.402460312600473
42,466.9260700389107,58,435,0.13333333333333333,209517.3291629513,3612.3677441888153,41.90346583259026,0.09632980651170174,100,77,0.77,1726.0199905840564,inf,0.4958070785499446,1.0,0.7479035392749723,0.1742131336183647,0.3854355328340459,0.40206438748962586
43,478.04335742078956,58,435,0.13333333333333333,208996.02946157727,3603.3798183030563,41.79920589231545,0.09609012848808149,100,77,0.77,1731.2869155208407,inf,0.49661818499020943,1.0,0.7483090924951047,0.17389051799648841,0.3854347262949912,0.40168644064429326
44,489.1606448026684,58,435,0.13333333333333333,208526.14374132786,3595.2783403677217,41.70522874826557,0.09587408907647257,100,76,0.76,1720.6622231333595,inf,0.5015406579162707,1.0,0.7507703289581353,0.17255188005916866,0.38043137970014795,0.4012141059566456
45,500.27793218454724,58,435,0.13333333333333333,208025.84491693266,3586.6524985678047,41.605168983386534,0.09564406662847479,100,76,0.76,1724.8435871957784,inf,0.5021762252537584,1.0,0.7510881126268791,0.17227797700079783,0.380430694942502,0.4007622926737294
46,511.3952195664261,57,435,0.1310344827586207,202530.66143302032,3553.169498824918,40.50613228660406,0.0931175454864461,100,77,0.77,1747.079972930692,inf,0.4990503158313265,1.0,0.7495251579156632,0.17179619378539146,0.3854294904844635,0.40043606283991523
47,522.5125069483049,56,435,0.12873563218390804,196934.43623672822,3516.6863613701466,39.38688724734564,0.09054456838470262,100,78,0.78,1769.6533022687258,inf,0.49606591515392123,1.0,0.7480329575769606,0.17125580540387098,0.3904281395135097,0.40022756443728175
